year,title,description,area,source_url
1390,Krig/konflikt i Sverige 1390,"Engelbrekt Engelbrektsson, född förmodligen på 1390-talet okänt var, död 4 maj 1436 på nuvarande Engelbrektsholmen i Stora Mellösa socken i Närke, var en svensk bergsman och frälseman samt rikshövitsman (från 1435). Han var ledare för Engelbrektsupproret 1434 mot Erik av Pommern.",Närke,https://sv.wikipedia.org/wiki/Engelbrekt_Engelbrektsson
1392,Krig/konflikt i Sverige 1392,"Engelbrekt Engelbrektsson var av en ursprungligen tysk släkt vilken idag kallas Engelbrektsätten, som senast under 1360-talet invandrat till Sverige. Fadern (Engelbrekt Englikoson) omnämns som frälseman 1392 och som bosatt på Norberg 1367, farfadern har antagits ha anlagt nuvarande Ängelsberg, tidigare Englikobenning. Engelbrekts vapensköld visar en av tre halva liljor bildad triangel, medan hans far och brodern Nils förde något annorlunda vapen med liljor. Engelbrekt var väpnare. Vilhelm Moberg",Västmanland,https://sv.wikipedia.org/wiki/Engelbrekt_Engelbrektsson
1392,Krig/konflikt i Sverige 1392,"Det första tydliga vittnesbördet om att Margareta ville skapa en union av de tre riken som Erik var kung över är Nyköpings recess 1396. Med den personalunion som var för handen kom de församlade överens om ett unionsmöte där representanter för de tre rikena skulle komma överens om en union, en union som angavs som en förutsättning för fred mellan rikena. Detta allnordiska unionsmöte ägde rum i Kalmar sommaren 1397. Själva mötet bör ha tagit minst fyra veckor och inleddes med en kröningsceremoni",Uppsala,https://sv.wikipedia.org/wiki/Kalmarunionen
1394,Krig/konflikt i Gotland 1394,"I slutet av medeltiden blev ön till slut tillhåll för sjörövare i vidsträckt skala. Vitaliebröderna, vilka stödde Albrekt av Mecklenburg i striderna med Drottning Margareta och 1394 intog Visby, var först ut. För en tid inträdde en bättre sakernas ordning, då Tyska ordens högmästare, Konrad von Jungingen, 1398 sände en ansenlig styrka till ön, som fördrev vitaliebröderna och ockuperade ön. Drottning Margareta sökte, ehuru förgäves, med vapenmakt rycka ön ur ordens våld och nödgades 1408 lösa til",Visby,https://sv.wikipedia.org/wiki/Gotlands_historia
1396,Krig/konflikt i Sverige 1396,"Det första tydliga vittnesbördet om att Margareta ville skapa en union av de tre riken som Erik var kung över är Nyköpings recess 1396. Med den personalunion som var för handen kom de församlade överens om ett unionsmöte där representanter för de tre rikena skulle komma överens om en union, en union som angavs som en förutsättning för fred mellan rikena. Detta allnordiska unionsmöte ägde rum i Kalmar sommaren 1397. Själva mötet bör ha tagit minst fyra veckor och inleddes med en kröningsceremoni",Uppsala,https://sv.wikipedia.org/wiki/Kalmarunionen
1396,Krig/konflikt i Sverige 1396,"Recessen utfärdades den 23 september 1396 och tolkas av historikern Erik Lönnroth som ett förkrossande nederlag för den svenska stormannaklassen, eftersom den förlorade allt den hade vunnit sedan upproret mot Magnus Eriksson. Mötet beslutade också om ett nytt möte mellan de ledande stormännen i de tre rikena där de skulle sluta avtal om evig fred mellan länderna.",Magnus Eriksson,https://sv.wikipedia.org/wiki/Kalmarunionen
1396,Krig/konflikt i Sverige 1396,"De dansk-svenska styrkorna kunde snabbt ta kontroll över de slott som var i mecklenburgarnas händer, däribland Kalmar slott. Margareta agerade också snabbt vad gäller tronföljden; vid midsommar 1389 samlades ett stort herremöte i Helsingborg där Margareta presenterade tronföljaren Erik av Pommern, son till Margaretas systerdotter Maria. Där erkändes han av de norska representanterna som Norges arvkonung, ehuru med Margareta som hans förmyndare så länge han var minderårig. Vad gäller Eriks ställn",Helsingborg,https://sv.wikipedia.org/wiki/Kalmarunionen
1396,Krig/konflikt i Sverige 1396,"Margareta och Erik träffade det svenska riksrådet i Nyköping i september samma år, 1396. Det viktigaste beslutet var om en reduktion av alla kronogods som överförts till aristokratin och frälset under Albrekt av Mecklenburgs tid som kung, såvida inte kronan beviljade undantag. De som hade blivit frälse under perioden skulle förlora denna status. Mötet beslutade också att alla fästen och slott som uppförts under denna tid skulle rivas om inte kronan beslutade annat. Margareta fick i morgongåva Ös",Västerås,https://sv.wikipedia.org/wiki/Kalmarunionen
1397,Krig/konflikt i Sverige 1397,"Under 1200-talet fördes en maktkamp om den svenska kronan, mellan den Erikska och Sverkerska ätten. Efter slaget vid Gestilren var maktkampen slut till fördel för den Erikska ätten. 1332 köpte kung Magnus Eriksson Skåne, Blekinge, Ven och Lister av Danmark. Köpet kallas för Skåneaffären. Territorierna återerövrades några år senare under Valdemar Atterdags fälttåg. 1249–1250 startas ett korståg under ledning av Birger jarl. När kriget var slut erhöll Sverige nya landområden i Finland. Gränsen fly",Gestilren,https://sv.wikipedia.org/wiki/Sveriges_militärhistoria
1397,Krig/konflikt 1397,"Den följande perioden, unionstiden (1397-1520), upptas till största delen av förbittrade strider mellan Margaretas efterträdare på tronen i Köpenhamn och vissa grupper i den nordiska unionsmonarkins svenska riksdel.",Köpenhamn,https://www.so-rummet.se/fakta-artiklar/sveriges-medeltid
1397,Krig/konflikt 1397,"För att möta krisen sökte kungamakten höja skatter och avgifter. Även adel och kyrka fick känna av detta, och som en konsekvens störtades Folkungaätten 1364. Sedan även den tyske efterträdaren Albrekt av Mecklenburg gjort sig omöjlig inkallade rådet drottningen av Danmark-Norge, Margareta, att bli rikets ""fullmäktiga fru och rätta husbonde"". På ett möte i Kalmar 1397 hyllades hennes systerdotterson och arvtagare Erik av Pommern som rättmätig härskare över alla de tre nordiska rikena.",Kalmar,https://www.so-rummet.se/fakta-artiklar/sveriges-medeltid
1397,Krig/konflikt i Skåne 1397,"Sverige, Norge och Danmark enades för första gången under en enda monark under den danska drottningen Margareta år 1389. 1397 etablerades Kalmarunionen mellan de tre rikena, med Erik av Pommern som kung, regerandes tillsammans med Margareta fram tills hennes död 1412. Erik var förhållandevis misslyckad som unionskung men hans regeringstid 1397–1439 var av stor vikt i Skåne. Erik grundade bland annat staden Landskrona i nordvästra Skåne och i Malmö byggde han slottet Malmöhus samt murar omkring s",Malmö,https://sv.wikipedia.org/wiki/Skånes_historia
1397,Krig/konflikt i Sverige 1397,"Kriget hade sin upptakt i Kalmarunionen som ingicks 1397 mellan de tre nordiska rikena Sverige, Danmark och Norge. Flera uppror i Sverige föregick kriget, på 1430-talet uppstod exempelvis Engelbrektsupproret och Pukefejden. Under andra perioder styrdes Sverige av inhemska valda företrädare såsom kung Karl Knutsson (Bonde) eller riksföreståndare såsom Sten Sture den äldre.",Kalmarunionen,https://sv.wikipedia.org/wiki/Gustav_Vasas_befrielsekrig
1397,Krig/konflikt i Sverige 1397,"Unionen grundades vid ett möte i Kalmar 1397, där aristokratin från de tre länderna samlades för att kröna Erik av Pommern till kung över de tre länderna (med drottning Margareta som inledande samregent). Från mötet finns det så kallade unionsbrevet bevarat. Det finns olika uppfattningar bland historiker om hur brevet ska tolkas. Vissa menar att det inte utgjorde något juridiskt bindande fördrag. Oavsett detta så regerades de tre rikena av samma monark. Erik efterträddes av Kristofer av Bayern.",Kalmar,https://sv.wikipedia.org/wiki/Kalmarunionen
1397,Krig/konflikt i Sverige 1397,"Kalmarunionen var en skandinavisk union mellan kungarikena Danmark, Norge och Sverige som bildades 1397 och varade till 6 juni 1523. Unionen innefattade därmed områden som Finland, Island, Grönland, Färöarna, Orkneyöarna och Shetlandsöarna, och omfattade det största politiska samlade området i Nordens historia. Efter att Sverige lämnade unionen förblev Danmark och Norge i union fram till 1814, med betydande ändringar i formerna för denna år 1536.",Nordens,https://sv.wikipedia.org/wiki/Kalmarunionen
1397,Krig/konflikt i Sverige 1397,Upproret i Sverige utbröt dock snart på nytt och parterna möttes i Kalmar i juli 1436. Från förhandlingarna i Kalmar finns ett förslag på en ny unionsakt som verkar komma från den svenska sidan. Carlsson (1945) gissar att upphovsmannen bakom är biskopen i Strängnäs Tomas Simonsson medan Lönnroth (1969) gissar på någon inom svenska kyrkan med förbindelser till det då pågående kyrkokonciliet i Basel. Förslaget är tydligt utformat med 1397 års unionsbrev som förebild. I förslaget saknas punkterna o,Halmstad,https://sv.wikipedia.org/wiki/Kalmarunionen
1397,Krig/konflikt i Sverige 1397,"Det första tydliga vittnesbördet om att Margareta ville skapa en union av de tre riken som Erik var kung över är Nyköpings recess 1396. Med den personalunion som var för handen kom de församlade överens om ett unionsmöte där representanter för de tre rikena skulle komma överens om en union, en union som angavs som en förutsättning för fred mellan rikena. Detta allnordiska unionsmöte ägde rum i Kalmar sommaren 1397. Själva mötet bör ha tagit minst fyra veckor och inleddes med en kröningsceremoni",Uppsala,https://sv.wikipedia.org/wiki/Kalmarunionen
1398,Krig/konflikt i Gotland 1398,"I slutet av medeltiden blev ön till slut tillhåll för sjörövare i vidsträckt skala. Vitaliebröderna, vilka stödde Albrekt av Mecklenburg i striderna med Drottning Margareta och 1394 intog Visby, var först ut. För en tid inträdde en bättre sakernas ordning, då Tyska ordens högmästare, Konrad von Jungingen, 1398 sände en ansenlig styrka till ön, som fördrev vitaliebröderna och ockuperade ön. Drottning Margareta sökte, ehuru förgäves, med vapenmakt rycka ön ur ordens våld och nödgades 1408 lösa til",Visby,https://sv.wikipedia.org/wiki/Gotlands_historia
1398,Krig/konflikt i Sverige 1398,Efter Margaretas död 1412 mildrades enväldet något och i Danmark fick det danska riksrådet ett större inflytande. För Sveriges del beslutade Erik om räfsteting som innebar att den tidigare godsreduktionen i någon mån upphävdes. Tillsättningarna av biskopar skedde utan öppna konflikter. Det danska danehofet inkallades 1413. Efter 1398 verkar det som om Margareta uppehöll sig mer i Sverige än i Danmark. Erik å andra sidan uppehöll sig visserligen de första åren efter 1412 regelbundet i Sverige men,Vadstena,https://sv.wikipedia.org/wiki/Kalmarunionen
1399,Krig/konflikt i Gotland 1399,"Att kraften hos gutarna ej var bruten, visar sig också bland annat därav, att norra tredingens allmoge under en hövding från gården Angelbos i slaget vid Röcklinge backe i Lärbro socken 1313 nära Slite slog kung Birger Magnusson, som med härsmakt sökt tvinga gutarna att gå in på en skatteförhöjning. I intressekampen med staden beträffande bådas livsnerv, handeln, drog emellertid Gotland städse det kortare strået, och slutligen 1399 sökte Visby utverka formligt förbud för all handel ute på landet",Visby,https://sv.wikipedia.org/wiki/Gotlands_historia
1400,Krig/konflikt i Sverige 1400,"I Västgötalagens kungakrönika heter det om Sverker den yngre, att ""Folkungarne slogo Sverker ihjel i Gestilren"". Detta lär vara första gången ordet folkungar nämns och texten tillägger dessutom att det var Sverkers egen måg som dödade honom. Vidare är kungakrönikan, i likhet med Västergötlands lagmanslängd ett tillägg som bands ihop med den äldre Västgötalagen omkring år 1325, av den så kallade Vidhemsprästen. Tilläggen brukar dateras till 1240-talet, men upphovsmannen är okänd. I avskriften Cod",Vara,https://sv.wikipedia.org/wiki/Slaget_vid_Gestilren
1400,Krig/konflikt i Halland 1400,"Under medeltiden och framåt har Halland räknats som ett av Skånelandskapen, som omfattar landskapen Skåne, Blekinge, Halland och Bornholm, och i Halland användes skånelagen som landslag och landsting hölls i Getinge. I kung Valdemars Jordebok finns sju halländska kungalev uppräknade: Laholm, Halmstad, Faurås, Sjönevad, Vare, Grimeton och Tölö. Inte minst kungalevet i Laholm var betydande. Vid den fanns en begravningsplats som användes fram till 1400-talet med totalt 3500-4000 personer begravda.",Halmstad,https://sv.wikipedia.org/wiki/Hallands_historia
1400,Krig/konflikt i Sverige 1400,"1800-talet byggde vidare på de medeltida krönikornas Engelbrektbild. ""En nationellt och liberalt inriktad historieskrivning gjorde Engelbrekt till grundläggaren av en nationell demokrati, den svenska riksdagens skapare, Sturarnas och Gustav Vasas föregångare. 1400-talets helgonschablon och 1800-talets personlighetsideal sammansmälte till den Engelbrektgestalt, som ingår i det allmänna medvetandet av i dag"", skrev Erik Lönnroth 1934. Engelbrekt utmålas i historieskrivning som allmänhetens beskydd",Vara,https://sv.wikipedia.org/wiki/Engelbrekt_Engelbrektsson
1400,Krig/konflikt i Bohuslän 1400,Digerdöden härjade Bohuslän svårt runt år 1349. Nära hälften av befolkningen dog och 50% av gårdarna ödelades. Dessutom var 1300- och 1400-talen periodvis mycket kyliga och befolkningstillväxten avstannade. Jordbruket återhämtade sig först under 1600-talet.,Bohuslän,https://sv.wikipedia.org/wiki/Bohusläns_historia
1400,Krig/konflikt i Jämtland 1400,"Under unionstidens senare del på 1400-talet får Jämtland ett norskt lagting, en domstol, som nämns först år 1479. Lagtinget upprättades på Sproteidet på Frösön och samlades under det engelska helgonet Sankt Botolfs afton den 16 juni. Jämtland kom nu att ha två parallella ting, ett under sommaren och ett under vintern i mars månad i samband med Gregoriemarknaden. Jämtlands lagting skiljde sig från de övriga i Norge, där utsåg kungen alla lagmän, men i Jämtland var det allmogen som utsåg lagmannen",Jämtland,https://sv.wikipedia.org/wiki/Jämtlands_historia
1400,Krig/konflikt i Sverige 1400,"Förhandlingarna i Halmstad innebar att Danmark och Sverige kom överens om att evig fred skulle råda mellan länderna från och med den 29 juli 1450. De svenska och danska rådsrepresentanterna enades också om en ny unionstraktat som i sak bygger på avtalet från Kalmar 1438: evig fred mellan de tre rikena, ömsesidig hjälp vid krig och vart rikes oavhängighet. Mötet enades också om hur man skulle lösa situationen där det fanns två kungar i de tre unionsländerna. När endera av antingen Karl eller Kris",Halmstad,https://sv.wikipedia.org/wiki/Kalmarunionen
1400,Krig/konflikt i Halland 1400,"De första skriftliga beläggen för bebyggelse i närheten av Nissans är från området kring från Övraby kyrkoruin där ett dominikanerkonvent finns omnämnt 1264. Bebyggelse kom dock att flyttas nedströms. Halmstad (under de första åren under namnet Broktorp) fick 1322 stadsprivilegier. Laholm nämns (liksom Halmstad) i kung Valdemars jordebok. Karaktären på bebyggelsen är osäker, men bör ha haft stadskaraktär sedan åtminstone början av 1300-talet. I Getakärr, ungefär en kilometer norr om Varbergs nuv",Halmstad,https://sv.wikipedia.org/wiki/Hallands_historia
1400,Krig/konflikt i Jämtland 1400,"Under stora delar av 1400-talet förlänades Jämtland ofta till personer utanför Norge. Först till ärkebiskopen i Uppsala, därefter Dorotea av Brandenburg som erhöll Jämtland som morgongåva av Kristofer av Bayern när de gifte sig 1445, och hon styrde därefter landskapet fram sin död 1495. I högre grad än tidigare lämnades jämtarna åt sig själva, vilket inte gjorde dem mera norska eller svenska, utan snarare jämtska.",Uppsala,https://sv.wikipedia.org/wiki/Jämtlands_historia
1408,Krig/konflikt i Bohuslän 1408,"Under Karl Knutsson (Bonde):s (1408 el. 1409–1470) utbrytning av Sverige ur Kalmarunionen 1448–1457 besatte han från 1455 Bohuslän utom Bohus fästning. I samband med detta uppfördes Karlsborg, vid Ranrikes traditionella tingsplats strax söder om nuvarande Hamburgsund, under befäl av marsken Tord Karlsson Bonde. Redan 1456 mördades Tord Bonde av sin slottsfogde och Bohuslän återgick till unionen.",Bohus,https://sv.wikipedia.org/wiki/Bohusläns_historia
1408,Krig/konflikt i Halland 1408,"De första skriftliga beläggen för bebyggelse i närheten av Nissans är från området kring från Övraby kyrkoruin där ett dominikanerkonvent finns omnämnt 1264. Bebyggelse kom dock att flyttas nedströms. Halmstad (under de första åren under namnet Broktorp) fick 1322 stadsprivilegier. Laholm nämns (liksom Halmstad) i kung Valdemars jordebok. Karaktären på bebyggelsen är osäker, men bör ha haft stadskaraktär sedan åtminstone början av 1300-talet. I Getakärr, ungefär en kilometer norr om Varbergs nuv",Halmstad,https://sv.wikipedia.org/wiki/Hallands_historia
1408,Krig/konflikt i Sverige 1408,"Karl Knutsson av släkten Bonde föddes 1408 eller 1409 som son till riddaren Knut Bonde och Margareta Karlsdotter och uppfostrades efter sin faders död 1413 hos sin styvfar Sten Turesson (Bielke). Vid arvskiftet efter modern 1429 mottog han godset Fågelvik i Småland, som var hans egentliga bostad innan han ägnade sig åt politik. I yngre år gjorde Karl Knutsson långa utrikesresor och lärde sig främmande språk och studerade krigskonst.",Småland,https://sv.wikipedia.org/wiki/Karl_Knutsson_(Bonde)
1408,Krig/konflikt i Gotland 1408,"I slutet av medeltiden blev ön till slut tillhåll för sjörövare i vidsträckt skala. Vitaliebröderna, vilka stödde Albrekt av Mecklenburg i striderna med Drottning Margareta och 1394 intog Visby, var först ut. För en tid inträdde en bättre sakernas ordning, då Tyska ordens högmästare, Konrad von Jungingen, 1398 sände en ansenlig styrka till ön, som fördrev vitaliebröderna och ockuperade ön. Drottning Margareta sökte, ehuru förgäves, med vapenmakt rycka ön ur ordens våld och nödgades 1408 lösa til",Visby,https://sv.wikipedia.org/wiki/Gotlands_historia
1409,Krig/konflikt i Sverige 1409,"Karl Knutsson av släkten Bonde föddes 1408 eller 1409 som son till riddaren Knut Bonde och Margareta Karlsdotter och uppfostrades efter sin faders död 1413 hos sin styvfar Sten Turesson (Bielke). Vid arvskiftet efter modern 1429 mottog han godset Fågelvik i Småland, som var hans egentliga bostad innan han ägnade sig åt politik. I yngre år gjorde Karl Knutsson långa utrikesresor och lärde sig främmande språk och studerade krigskonst.",Småland,https://sv.wikipedia.org/wiki/Karl_Knutsson_(Bonde)
1409,Krig/konflikt i Bohuslän 1409,"Under Karl Knutsson (Bonde):s (1408 el. 1409–1470) utbrytning av Sverige ur Kalmarunionen 1448–1457 besatte han från 1455 Bohuslän utom Bohus fästning. I samband med detta uppfördes Karlsborg, vid Ranrikes traditionella tingsplats strax söder om nuvarande Hamburgsund, under befäl av marsken Tord Karlsson Bonde. Redan 1456 mördades Tord Bonde av sin slottsfogde och Bohuslän återgick till unionen.",Bohus,https://sv.wikipedia.org/wiki/Bohusläns_historia
1411,Krig/konflikt i Gotland 1411,"Gotland lades ändå under danska kronan. Erik av Pommern anlade 1411 i sydvästra hörnet av Visby en väldig fästning, Visborgs slott, som behärskade hamn och stad och i långa tider var en skräck för stad, land och sjöfarten på Östersjön. Erik, som bosatte sig på Visborg 1437 efter att ha avsatts som kung i de tre unionsländerna, idkade där sjöröveri i 12 år. En av Karl Knutsson (Bonde) utsänd expedition (1448-49), som visserligen stormade Visby, men ej kunde intaga borgen, blev utan resultat.",Visby,https://sv.wikipedia.org/wiki/Gotlands_historia
1412,Krig/konflikt i Sverige 1412,Efter Margaretas död 1412 mildrades enväldet något och i Danmark fick det danska riksrådet ett större inflytande. För Sveriges del beslutade Erik om räfsteting som innebar att den tidigare godsreduktionen i någon mån upphävdes. Tillsättningarna av biskopar skedde utan öppna konflikter. Det danska danehofet inkallades 1413. Efter 1398 verkar det som om Margareta uppehöll sig mer i Sverige än i Danmark. Erik å andra sidan uppehöll sig visserligen de första åren efter 1412 regelbundet i Sverige men,Vadstena,https://sv.wikipedia.org/wiki/Kalmarunionen
1412,Krig/konflikt i Sverige 1412,"Den tidigaste daterbara källa där kung Magnus kallas ""ladulås"" är sen, den så kallade Visbykrönikan, från 1412. Några år senare (1417) förekommer tillnamnet även i samband med Brynolf Algotssons kanonisationsprocess. När franciskanerna 1442 fick tillstånd att bygga ett kapell vid Uppgränna i Hålaveden, utfärdades det till ära för ""helga konung Magnus Ladulås"". Det första tolkningsförsöket av många finns i Lilla rimkrönikan från omkring 1450: ""Allmogen mig Ladulås kalla, jag fridade rika och fatt",Hålaveden,https://sv.wikipedia.org/wiki/Magnus_Ladulås
1412,Krig/konflikt i Skåne 1412,"Sverige, Norge och Danmark enades för första gången under en enda monark under den danska drottningen Margareta år 1389. 1397 etablerades Kalmarunionen mellan de tre rikena, med Erik av Pommern som kung, regerandes tillsammans med Margareta fram tills hennes död 1412. Erik var förhållandevis misslyckad som unionskung men hans regeringstid 1397–1439 var av stor vikt i Skåne. Erik grundade bland annat staden Landskrona i nordvästra Skåne och i Malmö byggde han slottet Malmöhus samt murar omkring s",Malmö,https://sv.wikipedia.org/wiki/Skånes_historia
1413,Krig/konflikt i Sverige 1413,Efter Margaretas död 1412 mildrades enväldet något och i Danmark fick det danska riksrådet ett större inflytande. För Sveriges del beslutade Erik om räfsteting som innebar att den tidigare godsreduktionen i någon mån upphävdes. Tillsättningarna av biskopar skedde utan öppna konflikter. Det danska danehofet inkallades 1413. Efter 1398 verkar det som om Margareta uppehöll sig mer i Sverige än i Danmark. Erik å andra sidan uppehöll sig visserligen de första åren efter 1412 regelbundet i Sverige men,Vadstena,https://sv.wikipedia.org/wiki/Kalmarunionen
1413,Krig/konflikt i Sverige 1413,"Karl Knutsson av släkten Bonde föddes 1408 eller 1409 som son till riddaren Knut Bonde och Margareta Karlsdotter och uppfostrades efter sin faders död 1413 hos sin styvfar Sten Turesson (Bielke). Vid arvskiftet efter modern 1429 mottog han godset Fågelvik i Småland, som var hans egentliga bostad innan han ägnade sig åt politik. I yngre år gjorde Karl Knutsson långa utrikesresor och lärde sig främmande språk och studerade krigskonst.",Småland,https://sv.wikipedia.org/wiki/Karl_Knutsson_(Bonde)
1417,Krig/konflikt i Sverige 1417,"Den tidigaste daterbara källa där kung Magnus kallas ""ladulås"" är sen, den så kallade Visbykrönikan, från 1412. Några år senare (1417) förekommer tillnamnet även i samband med Brynolf Algotssons kanonisationsprocess. När franciskanerna 1442 fick tillstånd att bygga ett kapell vid Uppgränna i Hålaveden, utfärdades det till ära för ""helga konung Magnus Ladulås"". Det första tolkningsförsöket av många finns i Lilla rimkrönikan från omkring 1450: ""Allmogen mig Ladulås kalla, jag fridade rika och fatt",Hålaveden,https://sv.wikipedia.org/wiki/Magnus_Ladulås
1426,Krig/konflikt i Sverige 1426,"De kunskaper om administration och de militära färdigheter som Engelbrekt uppvisade tyder på att han skaffat sig erfarenheter som yrkesmilitär, sannolikt under Erik av Pommerns slesvigska krig. 1426 uppträder Engelbrekt i källorna och ett knappt decennium senare blev han ledare för det då utbrutna uppror som senare skulle kallas Engelbrektsupproret. Upproret utspelas mot bakgrund av Kalmarunionen under Erik av Pommerns styre. I senare historieskrivning skulle Engelbrekt ställas mot kungens fogde",Västerås,https://sv.wikipedia.org/wiki/Engelbrekt_Engelbrektsson
1429,Krig/konflikt i Sverige 1429,"Karl Knutsson av släkten Bonde föddes 1408 eller 1409 som son till riddaren Knut Bonde och Margareta Karlsdotter och uppfostrades efter sin faders död 1413 hos sin styvfar Sten Turesson (Bielke). Vid arvskiftet efter modern 1429 mottog han godset Fågelvik i Småland, som var hans egentliga bostad innan han ägnade sig åt politik. I yngre år gjorde Karl Knutsson långa utrikesresor och lärde sig främmande språk och studerade krigskonst.",Småland,https://sv.wikipedia.org/wiki/Karl_Knutsson_(Bonde)
1430,Krig/konflikt 1430,"Kronans ekonomiska svårigheter ledde även till konflikter med rådsaristokratin. Skulle unionskungen eller rådet kontrollera räntorna från slottslänen? Vem skulle tillsätta olika inkomstbringande ämbeten? Skulle kronan ha rätt att dra in adelsgods? Grupper ur rådet stöddes i dessa frågor tidvis av folkliga rörelser, vilket blev tydligt i samband med det s.k Engelbrektsupproret på 1430-talet. Liksom i övriga Europa kom i Sverige under senmedeltiden folkliga resningar och uppror att spela en allt v",Sverige,https://www.so-rummet.se/fakta-artiklar/sveriges-medeltid
1430,Krig/konflikt i Sverige 1430,"Kriget hade sin upptakt i Kalmarunionen som ingicks 1397 mellan de tre nordiska rikena Sverige, Danmark och Norge. Flera uppror i Sverige föregick kriget, på 1430-talet uppstod exempelvis Engelbrektsupproret och Pukefejden. Under andra perioder styrdes Sverige av inhemska valda företrädare såsom kung Karl Knutsson (Bonde) eller riksföreståndare såsom Sten Sture den äldre.",Kalmarunionen,https://sv.wikipedia.org/wiki/Gustav_Vasas_befrielsekrig
1430,Krig/konflikt i Sverige 1430,Ett minnesmärke över slaget vid Gestilren restes 1910 i Varvs socken i Västergötland. Ett tillägg till Äldre Västgötalagens kungalängd har lett fram till denna lokalisering. I tillägget kan man läsa att kung Sverker slogs ihjäl i ”Gestilren mellan dala och lena”. Orterna Dala och Lena (Kungslena) finns i denna del av Västergötland. Tillägget gjordes på 1430-talet.,Gestilren,https://sv.wikipedia.org/wiki/Slaget_vid_Gestilren
1432,Krig/konflikt i Halland 1432,"De första skriftliga beläggen för bebyggelse i närheten av Nissans är från området kring från Övraby kyrkoruin där ett dominikanerkonvent finns omnämnt 1264. Bebyggelse kom dock att flyttas nedströms. Halmstad (under de första åren under namnet Broktorp) fick 1322 stadsprivilegier. Laholm nämns (liksom Halmstad) i kung Valdemars jordebok. Karaktären på bebyggelsen är osäker, men bör ha haft stadskaraktär sedan åtminstone början av 1300-talet. I Getakärr, ungefär en kilometer norr om Varbergs nuv",Halmstad,https://sv.wikipedia.org/wiki/Hallands_historia
1433,Krig/konflikt i Sverige 1433,"De kunskaper om administration och de militära färdigheter som Engelbrekt uppvisade tyder på att han skaffat sig erfarenheter som yrkesmilitär, sannolikt under Erik av Pommerns slesvigska krig. 1426 uppträder Engelbrekt i källorna och ett knappt decennium senare blev han ledare för det då utbrutna uppror som senare skulle kallas Engelbrektsupproret. Upproret utspelas mot bakgrund av Kalmarunionen under Erik av Pommerns styre. I senare historieskrivning skulle Engelbrekt ställas mot kungens fogde",Västerås,https://sv.wikipedia.org/wiki/Engelbrekt_Engelbrektsson
1434,Krig/konflikt i Sverige 1434,"Engelbrekt och de som stödde honom förefaller åter ha förlorat hoppet om en fredlig väg till förbättring under försommaren 1434 och vid midsommar påbörjades ett regelrätt uppror där man intog och brände borgen Borganäs. I eftervärldens historieskrivning kallat frihetskrig, men idag ofta kallat Engelbrektsupproret. På bara tre månader tog Engelbrekt kontroll över i stort sett hela Sverige. Svenska rådets ledamöter anslöt sig till upproret och kung Erik förklarades avsatt.",Okänd,https://sv.wikipedia.org/wiki/Engelbrekt_Engelbrektsson
1434,Krig/konflikt i Sverige 1434,"Herremötet i Arboga var egentligen en första samling för att försöka reda ut det kaos som Engelbrekts uppror orsakat. Ett antal biskopar, riddare och väpnare, sammanlagt 30–40 personer, samlades i Arboga för att konstituera ett nytt riksråd som kunde åta sig regeringsmakten. Mötet ingår egentligen i en serie sådana där Engelbrekt spelade en dominerande roll, med början i Vadstena 16 augusti 1434 där han mer eller mindre tvingade deltagarna att ansluta sig till upproret. Mötet i Arboga följdes av",Uppsala,https://sv.wikipedia.org/wiki/Engelbrekt_Engelbrektsson
1434,Krig/konflikt i Skåne 1434,Kalmarunionen var överlag en positiv utveckling för Skåne. I och med att landskapet slutade att utgöra ett gränsområde mellan Danmark och Sverige blev det till en början säkert från krig och härjningar mellan de två rikena. Hansan motsatte sig Erik av Pommern eftersom han aktivt försökte konkurrera med deras handel och härjade därför längs med Öresundskusten. Vid ett tillfälle brände Hansan ner Landskrona men Erik lyckades motverka dessa problem genom att anlägga nya borgar för att bättre överva,Helsingborg,https://sv.wikipedia.org/wiki/Skånes_historia
1434,Krig/konflikt i Sverige 1434,"Gustav beslöt sig genast för att söka stöd i Dalarna för motstånd mot det danska väldet. I Dalarna hade nästan alla vapen och man hade lärt sig att uppror lönar sig efter både Engelbrekt Engelbrektssons uppror 1434, samt under sturarnas regim. Gustav Vasas släkting Kettil Karlsson (Vasa) hade dessutom jagat den gamle kungen Kristian I ur landet 1463 med hjälp av ett uppbåd dalkarlar. Det var därför inte konstigt att uppsöka dalkarlarnas stöd då deras tradition av uppror och som förkämpar bland S",Dalarna,https://sv.wikipedia.org/wiki/Gustav_Vasa
1434,Krig/konflikt i Halland 1434,Under Engelbrektsupproret 1434 kom landskapet att bli erövrat och bland annat brändes borgen i Falkenberg. Efter att fred slutits 1435 blev det åter stridigheter under första halvan av 1436 som medförde att Lagaholm erövrades av svenskarna. Även stridigheterna mellan svenskar och danskar i början av 1500-talet kom att påverka Halland. Det skedde bland annat 1519 då gränstrakterna skövlades av svenska soldater som hämnd för att Västergötland härjats av danska soldater.,Falkenberg,https://sv.wikipedia.org/wiki/Hallands_historia
